questionText1,questionText2,0
hi,hi,0hi,hi,0hi,hi,0
hi,hi,0
current politicians admire ,politician admire ,0.75632007711245453
best web designing company india ,best web design company gurgaon ,0.85214125701789945
python ,python ,0.99999999986013766
future programming language ,future ,0.50240781490566766
better iisc bangalore nus singapore ,iisc vs nus better computer science ,0.52954080195609599
progressives feel alleged irs targeting conservative groups ,targeting progressive groups irs gained media attention irs targeting conservative groups scandal ,0.82879366213394368
rid fear scary thoughts watching scary movie ,stop scared nights watching particularly scary movie ,0.82010212839389962
scope industrial engineering india ,scope nuclear engineering india ,0.85537934969762108
things miss visiting friend ho chi minh city vietnam ,air pollution ho chi minh city ,0.66266123550399902
best acting performance movie ,good examples director acting movie ,0.70957887457080338
appeal time ,time clause phrase ,0.33515395455387798
adorable animal world ,cutest animal world ,0.86639818150200854
change page likes ,way change facebook page likes ,0.85929706051926069
cameras invented ,long ago cameras invented ,0.83261347718489531
s best way learn language ,best way learn new language ,0.91562532654489803
serial communication buses faster parallel ,real motivations industry shift parallel ata serial ata ,0.54465049737787541
create gif file ,algorithm creating gif ,0.72500252570768209
tywin lannister aware incestuous relationship children does tywin suspect joffrey born incest ,does tywin lannister suspect joffrey born incest ,0.85033165622678852
good qualities women men don t understand ,important things women don t understand men ,0.9136561143253773
st xavier s college kolkata better mumbai ,st xavier s college kolkata better mumbai ,0.99999991108393826
best way learn dance ready bad ,best way learn partner dance music ,0.80161632057856524
owns stock market ,did impact stock market ,0.70292789558448532
focus groups paid ,focus groups paid ,1.0000000818349057
solve physics challenge problem ,solve physics challenge problem ,1.0000000151481163
money jk rowling make wrote 8th harry potter book ,harry potter book jk rowling money ,0.90968953668340924
best novel read ,best realistic romantic uncheesy novel written ,0.77446886603362497
face nirmal baba aap wins lok sabha election ,seats aap win lok sabha elections ,0.87004825975552469
difference prayer hope ,s difference praying hoping ,0.72739329868863489
nikon camera best ,nikon camera buy ,0.81002480184840708
black hole explode ,black hole explode really super novae ,0.83593689154626705
girls masturbate ,girls masturbate ,0.9999998968224757
better car drivers women men ,better drivers men women ,0.9470336356289939
copywriting important content marketing ,design important content marketing ,0.8666710253887755
easy way hack question answer quora ,easy way quora asked question ,0.82015339785205665
fastest growing companies world ,fastest growing companies world ,0.99999980290586032
people think questions ask quora ,depressed people think let ask question depression quora ,0.80733527872463273
e commerce startups india circumvent fdi foreign direct investment laws ,ecommerce companies structured india ,0.70288623417662066
restriction asking question anonymously answering anonymously ,possible ask question anonymously quora answer anonymously ,0.89654025321246988
smoking related death statistics calculated ,smoking death statistics calculated ,0.95894173309898967
hanes underwear ,hanes underwear ,0.99999999718182064
examples beautiful impressive desks ,examples beautiful network diagrams ,0.64685931112764938
ignorance bliss ,ignorance bliss support contradict quote ,0.72444928830172028
finely powdered metals combustible ,finely powdered metals combustible ,0.99999994298922823
actor doesn t deserve actor ,actor actress doesn t deserve bollywood lots role movies reason ,0.8637889462375764
pascal s wager sound argument ,pascal s wager valid argument ,0.86472048663437717
advantages disadvantages using nuclear energy ,real advantages disadvantages nuclear technology ,0.90506444391486385
women like shop definitely love ,women shop insuppressibly ,0.6773643669255337
best way hiring manager s position interested ,best way hiring manager position ,0.90787593943241407
places visit chennai weekends ,best places chennai cycling weekends ,0.76392386585481897
good experienced php programmers ,best site finding php programmers ,0.83443400876200891
girl hits ,know girl hitting ,0.68174439290408173
did beatles gain widespread popularity ,beatles incredibly successful ,0.440795396517489
good grades studying ,good marks studying ,0.71351344450218457
best method crack wifi password ,crack wifi password ,0.90718801409367811
best way build online community ,best way build online community ,0.99999993552910604
best science fiction books decade ,best science fiction books according critics ,0.8991465645855794
technology stack duolingo ,kind technology used build duolingo ,0.50279724188069863
reviews dreams father story race inheritance ,think dreams father barack obama ,0.54976522890619428
good alternatives named parameters java ,optional parameters java ,0.69356954879783705
does going mit undergrad experience change person ,does mit mold students time ,0.69623469129192661
reviews sherlock season episode hearse ,did think sherlock s03e01 hearse ,0.59430655539031652
indian english ,indian english ,0.99999996077495523
build ios apps ubuntu windows ,roboto build electric kangaroo building ios apps cloud ,0.68873689111434344
s worst thing ve drunk ,s worst thing ve getting drunk ,0.96610638632584411
seo tools use ,instantlinkindexer used seo ,0.84299231317617385
skill sets essential entry level roles investment banking kinds real world projects students focus cultivate skills ,skill sets essential entry level roles management consulting kinds real world projects students focus cultivate skills ,0.96130003759528804
avoid self complacency ,avoid self complacency ,0.99999980096361352
happens eat burnt food ,happens eat expired food ,0.81394733900705496
important things wish d known kids ,things wish known parent ,0.75570473398625493
like work bank ,s like work central bank ,0.79908272668375024
quora allow users save drafts written answers ,quora allow users collaborate answers ,0.67641749598527412
does determine tree s age ,age tree determined ,0.79330955713735729
real life okcupid success stories ,okcupid success stories ,0.83808170849118757
great intern ,great intern ,0.99999997398789486
does feel fall love ,does falling love feel like ,0.92571469456074418
1q s business model ,does company like bluechili australia make money business model ,0.60768149329048016
does late david letterman air east coast ,time day does late david letterman air ,0.82719912368259474
greatest rivalries fiction ,best rivalries fiction ,0.92969933249454983
prepare gate interviews iits ,prepare interview ssc ,0.62275412342839487
population problem ,overpopulation problem ,0.67888287928992752
reservation removed india ,t reservation removed india ,0.92516186459157124
interesting facts japan ,interesting facts tigers ,0.63925427228206277
does having credit card help credit score ,does getting new credit card hurt credit score ,0.93880919710797928
experiencing vibrations duke rider s foot pegs tank okay bike having problems ,experiencing vibrations duke rider s foot pegs tank okay bike having problems ,1.0000000198359442
granite countertops fade ,granite countertop colors fade ,0.89431870262524327
common misconceptions facebook ,facebook ,0.62203816159135794
movies contain worst science ,explain physics different movies ,0.60414614422130031
fundamental questions ask deciding potential lifetime partner ,various aspects discuss partner getting married ,0.54280206488008442
possible ways sum n n coins using coin ,given list coins certain ways make reusing coin ,0.74142456282718927
popular email clients ,popular email clients ,0.99999993343218219
does second mean following sentence ,does trench mean following sentence ,0.85663350593454246
need buy domain ,buy domain dubai ,0.73804755063949945
share photoshop file instagram account ,share photoshop file instagram account ,1.00000002631192
pros cons california proposition ,pros cons california proposition ,0.99999992140757987
advantages functional programming object oriented programming ,choose functional programming object oriented programming ,0.93262391822359858
person answers quora ,active person quora sastra university ,0.44921355913564165
good places sports clubs watch el clasico real madrid vs barcelona bangalore ,good places sports club watch el clasico real madrid vs barcelona chennai ,0.97867281565567688
functions integrals ,know function integrable ,0.60573020986013493
did god achieve creating world ,did god create world ,0.91623243068330673
technical questions c software engineers seeing job interviews ,technical questions ios android software engineers seeing job interviews ,0.88225206171038184
difference backticks ,differences taplytics apptimize ,0.54291301177691231
high end family restaurants ahmedabad ,high end family restaurants ahmedabad ,1.0000000983147672
difference duke earl lord marquis baron count ,difference titles sovereigns king duke prince emperor ,0.65788705396972968
meaning meaning ,does chutzpah mean ,0.33524320117130324
programming language used neal wu won google s code jam ,programming languages used code google ,0.78524016898056026
m staying planet hollywood vegas friday saturday night day night parties good ,m staying planet hollywood vegas friday saturday night day night parties good ,1.0000001738620263
copy romney s energy independence plan ,romney united states energy independent ,0.63472283928952844
residents indiana s 4th district think todd rokita ,residents indiana s 9th district think todd young ,0.96634850398698457
quora app slower android device ,devices quora android app compatible ,0.85251318232653162
delete quora account ,deactivate previous account quora ,0.62643988096229408
does colored dots red black white cigarette pack signify ,does color codes inside cigarette pack colored circles signify ,0.83332200944712453
spacetime time dimension ,possible dimensions time just space ,0.61890862041492667
recycled themes ted talks ,noteable suppressed ted talks ,0.58837364646770485
best mobile application development company ,good mobile application development company ,0.94583313164397875
awesome things sydney standard guide books ,awesome things new york standard guide books ,0.87689300157591366
think life programmed ,think life determined ,0.74856089072748655
start preparing google interview ,crack google interview ,0.69933102839022809
ask girl gay ,ask girl virgin ,0.73018375684325743
important mentors professionally successful ,important coaching success professional sports team ,0.67311982049170194
did quora experience site outage march ,omg quora ,0.16123076228613287
beautiful thing happened life ,beautiful things make love life ,0.81273917657074657
worst thing ,worst thing seen competitive pokemon battle ,0.669793693468549
potentially viable solutions nagorno karabakh conflict parties content ,does nagorno karabakh republic right exist ,0.40015114813128938
universe ,did universe come existence ,0.69566261311784394
start private military school ,start private military school ,1.0000000063762482
long alcohol detected urine etg test ,long alcohol detected etg urine test parlor ,0.94983570170211518
mobile app development companies chennai list ,mobile app development companies north carolina list ,0.86336291732409665
linus torvalds rude like work ,like work linus torvalds ,0.76958048688909741
send private message facebook fans business page ,differences facebook business page private facebook page ,0.80328254541189659
amazing pictures mnnit allahabad campus taken ,national institute technology allahabad iconic pictures nit allahabad ,0.51553197900001935
doesn t facebook app offer actionable notifications android ,facebook offers actionable notifications ios android ,0.89677918360776432
does ebola virus spread ,ebola spread ,0.85837123002852411
fibonacci numbers important ,fibonacci numbers important ,0.99999993105294338
old participate olympics ,participate olympics ,0.90748420254383677
possible generate class diagram sublime text ruby rails ,possible generate class diagram sublime text ruby rails ,1.0000000263076996
best decision life ,worst decision life ,0.86213108272354633
good charles murray ,good book human accomplishment charles murray ,0.80287497151138165
facebook search bad ,facebook search awful ,0.90717645942608205
like post nude pics online ,like post nude erotic photo internet ,0.85681563718619802
hidden gems dallas ,colleges dallas tx ,0.54552662794404094
software engineer s best bit career advice ve given ,s best advice ve gotten software engineer ,0.91252070532159757
quora list topics m following ontologically ,manage topics m following quora ,0.74771877251309071
does getting press pass entail big events like oscars super bowl sundance ,does getting press pass entail events like super bowl sundance oscars ,0.98737103103781632
upload pictures instagram computer ,t upload pictures instagram s website computer ,0.82770938329130295
